,0,1,2,3
"(10, [1, 6])",-0.5480918418572185,0.4803749467480595,-1.0958664351521157,-1.8029862706721203
"(4, [3, 10])",2.0310548320735604,-1.0901826052369712,-0.6881359114853567,-0.9059556840325804
"(1, [3, 9])",0.8780988018372058,0.9259884581756528,-1.3314695423060185,-0.7821973015784349
"(8, [7, 10])",1.282716495152417,-0.5021151575393141,-0.5807661314442321,-0.029678109884824222
"(3, [2, 9])",2.0281390311051024,-0.8186902285315238,-0.4565828859683274,0.7613278666359551
"(3, [8, 10])",1.2328146223521657,-1.3688120866336764,-1.221397679229256,-1.5333021498228112
"(9, [2, 10])",-0.0941192019269032,1.2563768788289158,-0.782367593592362,-1.4978197087915313
"(4, [5, 8])",1.1568467493130128,-0.8706941457547754,0.03893262468881503,-0.660594183840849
"(1, [1, 10])",1.065942551408869,0.2428479191952323,-1.3225925147340885,0.9338526482770897
"(2, [2, 10])",-0.05980231608156983,-0.4154658203386451,-0.7820208378549877,-1.6171604400354798
"(9, [5, 5])",1.2235602872831075,-0.49679301875405635,-0.42425759967210847,-1.3922122313224872
"(6, [3, 6])",0.1577217441170249,-0.8932797372034549,-0.6952101735053438,-1.6737534931886453
"(6, [1, 9])",0.02537978802312152,-1.209004025691667,-0.42559049158849144,-0.622479075076943
"(7, [6, 9])",-0.05217246384615959,-1.382539258335255,-0.1890708670983992,-1.6869710257945187
"(10, [1, 2])",0.6978714194743012,-0.7470645066805448,-0.9752468917517684,-0.29479108165072476
"(4, [7, 10])",0.9862074525725611,0.6273963969320857,-0.4983731269683728,-1.3960868803414295
"(9, [4, 8])",0.5607902688446851,-0.3204414113940949,-1.322941313425904,-1.776416800640253
"(3, [2, 10])",0.7471224238922389,-1.281915610050014,-0.32840001807260444,-0.6223959137189555
"(10, [1, 10])",0.7267897088936948,-1.0976165633985617,-1.080051630676,-1.7857056725853748
"(9, [1, 7])",0.3318965487933559,-1.385280437664085,-0.6223503695024353,-1.1422319756584227
"(5, [1, 1])",0.84506705110968,-0.10359260559882655,-0.34646145498565495,-0.32928274076598063
"(6, [4, 8])",-0.020463765876149953,-0.2593570504157193,-0.6763051500590782,-1.8740006820803359
"(2, [2, 6])",-0.7727662514441525,0.26290646220255,-0.9083936759297787,0.4765873291148158
"(2, [1, 9])",-0.48442131475713857,0.23033273988007752,-1.0466373934361224,-1.3785442761865163
"(2, [1, 3])",-0.7505031507486644,-1.275036409091952,-1.3341911535145492,-1.0723518515479415
"(3, [4, 5])",-1.5887016742261166,0.7108965089480446,-1.0749238572280806,-1.018407896934443
"(3, [4, 8])",-0.08856301711506681,1.1319368879598364,0.01973543665920255,0.5021465704582935
"(7, [6, 10])",1.460162327928237,-1.2495749364685302,-1.194020821468146,-1.4609939555172293
"(5, [3, 10])",1.366238224053919,-0.1495762941435131,-0.4846265801217635,-1.3856272756742571
"(10, [2, 10])",1.8246222327468669,0.6073159573618956,-0.5091275544546854,-1.3532323953369425
"(10, [5, 10])",1.4090930623436861,-1.3844006192087055,-0.8135563093869782,-0.8964355997949187
"(5, [6, 7])",0.7785373354327382,-0.7929275088812477,-0.4322380466873112,-1.2218362558259568
"(5, [2, 10])",-0.3383030344623943,0.1709528173695971,0.3374538215445113,-1.5102582776302143
"(3, [5, 9])",0.6269499278523378,-0.5,-0.36906206502962824,-0.3695764579835614
"(5, [5, 9])",-0.7227749724771838,0.8007781983827724,-0.9172222220262627,-1.4752258430732526
"(10, [3, 7])",-1.6218503863871339,-1.1031111461561305,-1.2792336132438566,-1.126744072709645
"(6, [1, 6])",0.6679494894735807,-0.6640196434185037,-1.0239279533199954,-1.0
"(2, [4, 4])",-0.7342161235221254,-0.5,-0.7395061221965202,-1.145794428449614
"(9, [1, 10])",0.24919039860385384,-0.29940907652119253,-1.5754232066982043,-1.3430613280051424
"(9, [6, 10])",1.9094089907764626,0.06902724262427196,-0.3954532533547651,-1.2794516021655822
"(10, [7, 9])",1.385204729117564,-1.8532750419099677,-1.1159863082459593,-0.7974170079735992
"(7, [2, 10])",1.3250563416333516,-0.3102384853403376,-0.7465596038355673,-1.295933804132773
"(3, [3, 10])",1.2756454554261083,-0.4488593030488923,0.4640501956066839,-2.1969531426238245
"(4, [6, 10])",1.522872226867687,-0.895603073785255,-0.9746479583411034,-0.1974056244500103
"(5, [6, 8])",0.3782331359220805,0.17078515731041272,-0.39354499952962735,-1.154826888787276
"(8, [1, 5])",-0.5996748426389554,-1.3245640473049884,-1.4495937073525829,-1.0646929910410698
"(2, [9, 10])",-0.2246933093780511,-0.7971203608998721,-0.5062229979750774,-0.15016184419834588
"(6, [5, 7])",1.0490548938454425,-0.26155343733706593,-1.2486604397961034,-1.2240967973802759
"(2, [10, 10])",-1.113657080067349,1.4759609764886772,-1.1984114698459296,-0.8386375019938729
"(1, [4, 10])",0.9228912956196718,-0.4688411375092415,-0.4904634282909297,-1.1653362898125206
"(3, [3, 4])",-0.14174739968473815,0.13881347437205643,0.16950352024341614,2.302076976461728
"(7, [4, 5])",-0.9728801729903145,1.5457818771539573,-0.8262601869784347,-2.043038413630001
"(1, [6, 10])",1.6704002089715548,-0.32891929607291004,-0.90449184753569,-0.7432357127764863
"(9, [8, 9])",1.6186621175224067,0.9301612007349409,-1.606295401476812,-1.3658664978713575
"(7, [1, 6])",-0.4910692102444526,-0.6059360424664133,-0.4135700249819768,2.0741303195846927
"(8, [9, 10])",0.5369948847144146,-0.10540251624733699,-1.8537184792501016,0.016801418176115357
"(1, [1, 3])",-0.6862533036354261,0.039596788783590964,-0.7400353567034519,-0.23522453661227594
"(9, [7, 10])",1.3380332238030825,-0.26520122770154175,-0.424880805072258,-2.1256082080640377
"(1, [1, 6])",-0.028724672329043077,-0.7150635711735382,-0.27358326460877036,-0.8974718411033304
"(6, [1, 7])",0.3507323281852981,-0.42695583315260255,-1.1295272603656452,-1.7649494918444955
"(10, [9, 10])",-0.3977146601095174,0.33389021955711545,-1.0644609719618991,-1.9283283353316993
"(9, [4, 7])",0.7884795177655023,-0.7659948277527792,-1.3484266422975737,-1.6715294634343403
"(2, [5, 10])",0.24849633448646752,-0.5170876761074847,-0.9388707091259321,-1.118768175438574
"(6, [4, 10])",-0.6881132851960823,-0.5383562473059814,-0.48433204309964906,-0.5577488616976902
"(5, [1, 10])",0.9319425553458869,-0.46967870323862226,-0.6438011934261205,-1.048545251822746
"(8, [4, 6])",2.3831230366507876,0.7839026664619422,-0.3936579648176459,-1.1672127848966896
"(9, [5, 7])",0.9811966959500991,0.4575769088255053,-1.6320023376555493,-0.7761472641286836
"(2, [4, 10])",1.4673071417518837,-0.8565543334385577,-0.604722502622836,-1.4993123696097195
"(10, [2, 6])",-0.2725921911304796,-1.2982071763021064,-1.2370384216168917,-0.3281874003727512
"(3, [4, 10])",1.6828687988931321,0.36852560682665025,-1.4563788347399127,-1.4512444422742306
"(1, [1, 8])",0.4272702500423463,-0.4149559632333919,-0.2409031525352383,-0.6048698037506346
"(2, [3, 6])",-0.9881687224239859,-0.6466366683947736,-1.4287891893869742,-0.3887019354341127
"(8, [3, 10])",0.33842891383253404,-0.43118837974860363,0.0005724676984749655,-2.539438642214738
"(6, [1, 10])",0.024069847579769266,-1.0427315377462765,-0.6640305249983285,-1.4454483514552399
"(1, [4, 5])",1.947921815540773,-0.8718491735988548,-0.9753932030995056,-0.6908152886133867
"(10, [2, 8])",0.811144688264827,-0.07530542908123672,-0.3084827917714576,-1.354523731041208
"(6, [3, 10])",-0.6319246380976734,2.162652268840191,-0.9991075255924364,-2.3834426216400795
"(7, [10, 10])",1.1131048411012572,0.1546533061542732,-0.6864945857651341,-1.5809272143369952
"(7, [8, 10])",0.7663310705781508,-0.8010467656181409,-1.4668460393412044,-0.8629004148435148
"(10, [2, 3])",0.9220874602908171,-1.2753479280601903,-0.8225960537656181,-1.1807463758421668
"(9, [6, 8])",0.5277253748438087,-0.5692831071883023,-0.5661367244286986,-2.278623710852882
"(8, [3, 7])",1.3026707867656668,-0.36495404536741494,-0.45637114925796624,-1.0301963698492977
"(7, [4, 10])",-1.013783954312837,0.33430501697757714,-0.7351059496916188,-1.622691122843006
"(5, [8, 10])",-0.922945755803645,-0.314860423884489,-1.2397598051119043,-1.5311222355505676
"(10, [4, 8])",1.1977750500705162,-0.3145745719837212,-0.920832751519903,-1.3321291177156984
"(5, [3, 4])",-0.5960995722105336,0.9320907174969595,-0.5315229938502738,-1.1063338334630102
"(5, [3, 8])",-0.6655297138119066,1.158803931396454,-0.7718849951398483,-0.6379443408661939
"(2, [1, 10])",1.7154047775252481,-0.19452243388097223,-0.7467504801627732,-0.2017630017536593
"(8, [8, 9])",-1.1220279590368714,-1.2199115117762223,-0.2813090716412501,-0.886086017415057
"(10, [1, 8])",-0.11969559625564763,-0.4176800122414857,-1.1031665372554225,-1.4918919881817785
"(5, [3, 6])",1.7660784879962965,-0.4021055089499726,-0.549783870857904,-0.9966061443799635
"(2, [3, 10])",1.8840871847435368,0.6315145550218495,-0.9957460069971458,-0.7224847658971935
"(3, [5, 10])",-0.3589773218172073,-0.583080651067639,-1.0331093772000843,-0.18690106590445932
"(6, [6, 9])",-0.9261242115638918,1.7931141648428477,-1.4928060186982417,-2.5788229690453353
"(2, [8, 10])",1.1019387088278578,-0.1646052429003635,-1.5786929060861306,-1.1242141338145757
"(4, [1, 2])",1.4764967952325416,-0.32423887870878354,-1.102473038883053,0.5604545914071017
"(3, [8, 9])",-1.4176155818414737,-1.2883077205263995,-0.36999275969383544,-1.4478119551443376
"(2, [5, 9])",-1.2136231145894136,-0.3976762304733107,-1.4434680747818023,-1.3715359050894347
"(1, [3, 4])",-0.2826382794834863,-0.6547960219752953,-0.45652742058775986,-0.8161357712649028
"(6, [1, 8])",-0.2565725702755466,-0.3818790163329231,-0.38953043315548935,-0.8428568169083045
"(4, [6, 8])",-0.35068944300896265,0.4107888856225994,-0.9781938339167578,-0.7001089713621943
"(7, [2, 5])",1.0574566765264062,-0.7534538475049943,-0.6618353586294698,-0.9111852500756316
"(8, [2, 10])",-0.5756912157302148,0.11802233565970532,-0.12414575278482098,-2.660507004363127
"(1, [5, 10])",-1.0070053558304068,1.135886508387172,0.18304164448745147,-1.0737404783408806
"(10, [2, 4])",-0.240568450824987,-0.6609920880483102,-0.4336499050300361,0.14510994943265743
"(3, [10, 10])",1.446520927326075,0.18941689324359107,-1.0688315011077794,-0.8505111964271179
"(9, [5, 9])",0.5173779686768971,-0.56209204775245,-0.3396652944701557,-0.36325980588014084
"(1, [3, 10])",2.0335395769819113,-0.09829404026809574,0.07478725674434994,-1.6826781249513503
"(10, [8, 10])",0.5100396302903067,-1.0400717573464806,-0.5937638577158617,-2.1972321982144782
"(8, [2, 4])",0.9045947729007248,-1.0718260736693428,-1.155227022546569,-0.7074007301996738
"(9, [6, 7])",-0.003110050489556704,1.2284717836096317,-0.6682073578617531,-1.0047529936353141
"(3, [1, 8])",-0.9010696840453976,-0.3992218758622088,-0.6387064060516111,0.008342889578561108
"(8, [1, 10])",1.3761840759585118,0.863730595548501,-1.6162723884217123,-3.033939524996031
"(6, [4, 7])",1.3926243546862436,-0.7811818810849624,-0.7906468094490556,-0.6948877470263899
"(7, [2, 9])",-0.1030762565970586,-0.563361234008301,-0.570880820021854,-1.0090935016160532
"(4, [1, 6])",1.9215780160028548,-0.3369385282027899,-0.019216546954906488,-0.7122740113840926
"(9, [3, 4])",1.5935899363504433,0.2579706787767233,-1.4047186111399323,-0.648342316958525
"(9, [7, 8])",-0.005908354622055412,-0.6643169517537424,-0.8459880706903691,-1.051707407664487
"(5, [1, 3])",0.7473202642770997,0.9647668752360334,0.02731444586360443,0.034749057895054225
"(8, [4, 5])",-0.7193457203317428,-0.3490808958077214,-1.3212034909887072,-0.6647010335709946
"(1, [2, 10])",0.1774510269722453,-0.9026699412210227,-0.7985394357699591,0.12380135212190946
"(6, [8, 10])",0.455210523947871,-0.9544184927966568,-0.945635354091735,-0.2678885094524378
"(10, [2, 7])",1.754614847100711,0.04314778784140494,-0.6541422447573,-0.5310221990610149
"(6, [2, 9])",1.441812330518931,-0.7336863052970328,-0.5181407262472,-1.01772491388571
"(2, [1, 7])",-0.8614924578496335,-0.8129070665291361,-0.00608737712298113,-0.8661275295274905
"(10, [4, 9])",1.9441133942167033,-0.6679531631766196,0.17302755608410192,-1.9770130063476214
"(4, [8, 10])",1.661648050304382,-0.49685420922558376,-1.083916768641938,-1.868638944058845
"(10, [4, 5])",0.30717434296138313,1.1399938568736512,0.09258255799740084,-1.8234637826329956
"(5, [7, 10])",1.8266635258836224,-0.349934199913263,-1.4013956345603003,-0.7042124284417792
"(7, [2, 2])",-0.966067645887889,-1.1107441139448073,-0.8774195560951807,-0.5121785365124178
"(10, [4, 4])",0.1666008426627107,-0.7058734252640093,-1.888269477571299,-0.17729099150135075
"(8, [6, 10])",0.3088716318364566,-0.31215246476028446,-1.5123311478458694,-1.281456608347067
"(3, [3, 9])",-0.8176749595441775,-0.341323808093889,-0.7323151339192816,-0.6719089012169602
"(8, [4, 9])",2.0569706334863294,-0.9917530168825874,-0.6826639791476057,-0.7162955916042282
"(3, [5, 8])",0.9707193284486699,-0.8231789372149907,-0.9451300153078128,-1.1746684987976457
"(1, [4, 9])",-0.3588198997252471,-1.134371523087336,-0.8999072135172588,-0.6448612893868878
"(9, [1, 2])",1.1892654838249819,-1.2600889589323474,-1.2598668407218878,-0.15864014812552707
"(8, [4, 10])",1.5168523905864981,-0.6723370715467893,-0.5374867490343587,-1.8099249731202351
"(7, [4, 6])",-0.6215514833593508,-0.9574371272209817,0.05740911891428993,-1.1527114742005244
"(9, [10, 10])",0.9183694428113208,-0.10139151978025818,-0.3496166103935839,-1.6075657112431967
"(7, [1, 3])",-0.9063493117066916,-0.38403568939059407,-0.6937475680718515,-1.2480073053916971
"(9, [3, 6])",-0.09775101989472312,1.3917533747025101,-0.36262308787859776,-0.6828684377683341
"(4, [10, 10])",0.3649400925490959,-0.35337483727867885,-0.4876432965610794,-0.9168586259264209
"(1, [2, 5])",-0.8137886891259792,0.11441163393528364,-0.5884403357403997,-1.2502614257185138
"(10, [6, 7])",-0.7382635145837417,0.9119384467222721,-1.4793886530178155,-1.8939624009316574
"(4, [1, 3])",-0.7074597585817883,0.5488809421702954,-0.768907652510862,0.21900795618685576
"(4, [2, 10])",0.0516518215595454,-1.0437977330273989,-1.4890555059894002,0.15604769312050482
"(1, [2, 2])",0.8068714687192875,-0.5464868362336553,-0.4638320469979215,-0.7078970419196073
"(3, [2, 6])",1.31475498256832,-0.5044353730818997,-1.2840286968236643,-1.1137579299592422
"(8, [2, 5])",0.13049252494048336,0.8859018005158408,-0.7604448723401603,-1.5654158034151764
"(8, [7, 8])",-0.5667398406409099,0.09412461226341357,-1.1548975182202623,-1.8701441574575648
"(4, [5, 10])",1.412199154234968,-0.363923360551075,-0.809470065164181,0.3639278743416601
"(4, [7, 8])",0.28479074987409436,-1.4366497548694448,-0.3414367340737966,-0.5225969866028317
"(3, [7, 7])",0.9287839767530303,-0.3033419489637226,-0.9834406478706708,-0.9804341133055436
"(7, [1, 5])",0.5008399964481427,0.048025102891646965,-1.207686227271935,-1.485546336966727
"(2, [4, 5])",0.3594400073948022,0.2996884835389244,-0.8384304837431635,-1.841977413549927
"(6, [6, 7])",1.0320449760683856,-1.037053195087497,-0.5279802168749863,-1.3835536797490018
"(1, [7, 7])",0.21110538361742315,-0.9086165708500056,-0.7313470124575042,0.0
"(6, [9, 10])",-0.3897603363224821,-1.0552928568648325,-0.5411338195657731,-1.5930146319726217
"(10, [5, 9])",0.7124787605056431,0.06494635567968277,-2.3889516747308948,-1.0661746037759325
"(7, [1, 9])",-0.672869288963047,-1.0510986408804945,-0.7202999336126084,-0.06540646836503244
"(10, [1, 4])",-0.15392446331531484,0.12729252764081456,0.5818903178595787,-1.2159626820942573
"(3, [7, 8])",0.44323821919861345,-0.21146342855019606,-0.871692273626389,-1.4099742357429192
"(10, [1, 3])",-0.4403067092031627,-0.3270447896518334,-0.7033082677275155,-1.2048779872231676
"(4, [2, 8])",1.8244855406219953,-0.7431528191632631,-0.37889273391145833,-0.9107689213471286
"(3, [4, 7])",0.7798694826207044,-0.5768054020783748,-0.46889414059813134,-1.2242119360957313
"(2, [5, 6])",2.2404624267644455,-0.896792778351189,-0.6616999997263715,-0.6942083379802537
"(5, [2, 7])",1.420849001068036,0.28113724286083797,-0.7770796019730498,-0.20690031303147038
"(1, [1, 7])",0.01832162240412749,-0.2686737051036094,-0.38773477113300414,-0.19494649228281502
"(3, [4, 6])",-0.9782897013186864,1.0619076230398234,-1.097709224359701,-1.1360483118394984
"(10, [9, 9])",1.200370740814844,-0.415716388626412,-0.6819914242762134,-2.227893580968083
"(3, [6, 7])",0.42298412662728035,-0.5,-0.12227331261863994,0.6541002800973956
"(5, [4, 10])",-0.2291730661146969,0.2837680821093822,-0.3393955188921593,-0.7695567898816833
"(2, [1, 1])",1.4368693449932204,0.0,-0.051694484530553586,-1.2527890291731794
"(6, [7, 10])",0.5820742387408291,1.0678012093006317,-0.0020590407806019284,-1.0168967803298956
"(5, [4, 9])",1.4830980618106566,-0.36496419440237104,-0.604891641415986,-1.153532824745235
"(1, [3, 8])",0.78707360080053,-0.3674827930120763,-0.8157758413846805,-1.591130819396985
"(8, [1, 2])",1.5227596822455671,0.24787833911743656,-1.1784856344746308,-1.7768395791206095
"(6, [1, 4])",-0.4810399246069347,0.0389019029362333,-0.4497820438461728,-2.2196298636559364
"(7, [1, 4])",1.5333482660640871,-0.2933630969493281,-0.3628315362710211,-0.6744439436353764
"(8, [6, 9])",0.4052613830765278,-0.8059379448527456,-0.7151393389696352,-0.8873254153695169
"(3, [9, 10])",-0.013438676408546818,-0.297180862275108,-2.0694551342277876,-0.31494044515455244
"(7, [9, 10])",1.8626223839359621,-0.6253796774413404,-1.0186476553850332,-0.23919654153648062
"(2, [4, 9])",2.623047096483497,-1.1336221085191749,-0.8676436284812933,-1.2177401918123847
"(9, [8, 10])",1.6914635569466592,-0.4034877003115521,0.30897862644874935,-0.6044897733943926
"(8, [7, 9])",-1.680348632587473,1.1032800419025182,-0.8544158151942761,-1.390988847068697
"(10, [3, 5])",-0.6686354818241688,-1.0631710486330141,-0.26972712671747867,-1.4578777991810423
"(5, [2, 5])",-0.7329118713334418,-0.8158811820824398,-0.8874499766562295,-1.766175174614697
"(1, [7, 9])",-0.3083357064944062,-0.7929949483426934,-0.9732956146128532,-1.7619349890021896
"(7, [3, 6])",1.6085328332052864,0.16514611272251345,-1.7195724530794068,-0.026738334185360868
"(10, [5, 8])",-0.7135180711112665,-1.4048701066117553,-0.6805487307221838,1.482863066375739
"(2, [4, 6])",-0.19264821243425478,0.041326689278264356,-1.0824352572901486,-1.3421126927021547
"(4, [4, 10])",0.8648594606890512,0.5918995754666121,-1.0858634215556662,-1.3897894023075383
"(8, [2, 7])",2.1708187406008843,-0.24143624657771123,-0.7923931160817216,-1.9447856831461885
"(5, [6, 10])",-0.9895125163324467,-0.4748323731841954,-1.5280936799146045,-2.1705102459161503
"(6, [2, 8])",0.8466212955364727,0.9042028553876853,-0.5419318525674849,0.32963343481459706
"(5, [3, 3])",0.4665003196916664,0.40430143739632785,-1.2026756622507728,-0.5251011584330117
"(7, [1, 10])",2.199282761435399,-0.7854365805093486,-0.010600733950384578,-1.6035481323008287
"(4, [3, 9])",0.9030774127931173,-0.9029232300562315,-0.7173982169043598,-1.9657510499607875
"(2, [1, 4])",1.3558690879218744,-0.5389457648349529,-0.4473098616332463,-1.8533723815236902
"(1, [8, 9])",-1.0794022405185677,-0.6393881109842123,-0.27367476636815347,-0.5864148410915044
"(2, [5, 7])",0.43557321856144116,0.2565460706530557,-0.7897841432389638,-1.1489934180943706
"(5, [6, 6])",-1.0106803373317848,0.3200859952167403,-0.4885934140937539,-0.7363599330612658
"(3, [1, 7])",0.4243580455999867,0.6312804697978633,-0.4771624896982666,-0.6796845046375373
"(9, [2, 8])",0.030291930734944295,0.7281456851860093,-1.3374878010557263,-1.7886257949512505
"(10, [2, 5])",-0.5700744877893709,-0.03832274601051289,-0.6955658228520016,0.1526747940596056
"(3, [2, 4])",1.7950065676409015,-0.4149886894768608,-0.4449485755749196,-1.2022377381155742
"(8, [1, 9])",0.07126136949836903,-0.13552240982145983,-0.7057444224503789,-1.8636079619640527
"(6, [6, 10])",-0.18365296958860022,0.18026445182175688,-0.7239687096889469,-0.9532540365800617
"(9, [2, 3])",1.2917587852678865,-0.3167151044727197,-1.315831949107043,-1.1170974308253614
"(4, [3, 5])",2.188386937829999,-0.6502330598841504,-1.4620531789007605,-1.6912669291259186
"(9, [1, 1])",-0.8133582161141131,-0.8970292124026696,-0.3684340333679121,-1.9491278867048114
"(3, [7, 10])",-0.016320482721469354,-0.7776765434958064,-0.47576926899388267,-0.5747475777806929
"(7, [2, 3])",-1.3572461940417555,-1.4314236493450774,-1.6789450445051728,1.5595240120165492
"(4, [5, 5])",1.4723728871812112,-0.3432386323266737,-0.8212756758569375,-0.6551453781550277
"(6, [8, 9])",0.34388596404982474,-0.10658835410790818,-1.0304780347193772,-0.75025
